0 0.04
1 0.13824
2 0.428867
3 0.881784
4 0.375267
5 0.84399
6 0.474016
7 0.897569
8 0.330979
9 0.797155
10 0.582116
11 0.875725
12 0.391791
13 0.857847
14 0.439004
15 0.886606
16 0.361929
17 0.831371
18 0.504696
19 0.899921
20 0.324229
21 0.788776
22 0.59979
23 0.864151
24 0.422619
25 0.878444
26 0.384409
27 0.851899
28 0.454201
29 0.892449
30 0.345542
31 0.814114
32 0.544798
33 0.892775
34 0.344619
35 0.813084
36 0.547122
37 0.892006
38 0.346792
39 0.815498
40 0.541659
41 0.893752
42 0.341853
43 0.809963
44 0.554124
45 0.889454
46 0.353971
47 0.823232
48 0.523876
49 0.897948
50 0.329895
51 0.795831
52 0.584941
53 0.874026
54 0.396377
55 0.861344
56 0.42995
57 0.882335
58 0.373753
59 0.842622
60 0.477396
61 0.898161
62 0.329285
63 0.795083
64 0.586534
65 0.873043
66 0.39902
67 0.863291
68 0.424871
69 0.87968
70 0.381035
71 0.84905
72 0.46139
73 0.894633
74 0.339352
75 0.807092
76 0.560499
77 0.886823
78 0.361324
79 0.830768
80 0.506133
81 0.899865
82 0.32439
83 0.78898
84 0.599366
85 0.864455
86 0.421821
87 0.877997
88 0.385626
89 0.852907
90 0.451645
91 0.891582
92 0.347988
93 0.816812
94 0.538668
95 0.894617
96 0.339398
97 0.807146
98 0.560382
99 0.886875
100 0.361181
