0.04 0
0.04 0.03072
0.03072 0.03072
0.03072 0.023821
0.023821 0.023821
0.023821 0.0186029
0.0186029 0.0186029
0.0186029 0.0146054
0.0146054 0.0146054
0.0146054 0.0115137
0.0115137 0.0115137
0.0115137 0.00910491
0.00910491 0.00910491
0.00910491 0.00721761
0.00721761 0.00721761
0.00721761 0.00573241
0.00573241 0.00573241
0.00573241 0.00455964
0.00455964 0.00455964
0.00455964 0.00363108
0.00363108 0.00363108
0.00363108 0.00289432
0.00289432 0.00289432
0.00289432 0.00230875
0.00230875 0.00230875
0.00230875 0.00184274
0.00184274 0.00184274
0.00184274 0.00147147
0.00147147 0.00147147
0.00147147 0.00117545
0.00117545 0.00117545
0.00117545 0.000939251
0.000939251 0.000939251
0.000939251 0.000750695
0.000750695 0.000750695
0.000750695 0.000600105
0.000600105 0.000600105
0.000600105 0.000479796
0.000479796 0.000479796
0.000479796 0.000383653
0.000383653 0.000383653
0.000383653 0.000306804
0.000306804 0.000306804
0.000306804 0.000245368
0.000245368 0.000245368
0.000245368 0.000196246
0.000196246 0.000196246
0.000196246 0.000156966
0.000156966 0.000156966
0.000156966 0.000125553
0.000125553 0.000125553
0.000125553 0.00010043
0.00010043 0.00010043
0.00010043 8.0336e-05
8.0336e-05 8.0336e-05
8.0336e-05 6.42636e-05
6.42636e-05 6.42636e-05
6.42636e-05 5.14076e-05
5.14076e-05 5.14076e-05
5.14076e-05 4.1124e-05
4.1124e-05 4.1124e-05
4.1124e-05 3.28978e-05
3.28978e-05 3.28978e-05
3.28978e-05 2.63174e-05
2.63174e-05 2.63174e-05
2.63174e-05 2.10534e-05
2.10534e-05 2.10534e-05
2.10534e-05 1.68423e-05
1.68423e-05 1.68423e-05
1.68423e-05 1.34736e-05
1.34736e-05 1.34736e-05
1.34736e-05 1.07788e-05
1.07788e-05 1.07788e-05
1.07788e-05 8.62292e-06
8.62292e-06 8.62292e-06
8.62292e-06 6.89828e-06
6.89828e-06 6.89828e-06
6.89828e-06 5.51858e-06
5.51858e-06 5.51858e-06
5.51858e-06 4.41484e-06
4.41484e-06 4.41484e-06
4.41484e-06 3.53186e-06
3.53186e-06 3.53186e-06
3.53186e-06 2.82548e-06
2.82548e-06 2.82548e-06
2.82548e-06 2.26037e-06
2.26037e-06 2.26037e-06
2.26037e-06 1.8083e-06
1.8083e-06 1.8083e-06
1.8083e-06 1.44663e-06
1.44663e-06 1.44663e-06
1.44663e-06 1.15731e-06
1.15731e-06 1.15731e-06
1.15731e-06 9.25843e-07
9.25843e-07 9.25843e-07
9.25843e-07 7.40674e-07
7.40674e-07 7.40674e-07
7.40674e-07 5.92539e-07
5.92539e-07 5.92539e-07
5.92539e-07 4.74031e-07
4.74031e-07 4.74031e-07
4.74031e-07 3.79224e-07
3.79224e-07 3.79224e-07
3.79224e-07 3.03379e-07
3.03379e-07 3.03379e-07
3.03379e-07 2.42703e-07
2.42703e-07 2.42703e-07
2.42703e-07 1.94163e-07
1.94163e-07 1.94163e-07
1.94163e-07 1.5533e-07
1.5533e-07 1.5533e-07
1.5533e-07 1.24264e-07
1.24264e-07 1.24264e-07
1.24264e-07 9.94113e-08
9.94113e-08 9.94113e-08
9.94113e-08 7.9529e-08
7.9529e-08 7.9529e-08
7.9529e-08 6.36232e-08
6.36232e-08 6.36232e-08
6.36232e-08 5.08986e-08
5.08986e-08 5.08986e-08
5.08986e-08 4.07188e-08
4.07188e-08 4.07188e-08
4.07188e-08 3.25751e-08
3.25751e-08 3.25751e-08
3.25751e-08 2.60601e-08
2.60601e-08 2.60601e-08
2.60601e-08 2.0848e-08
2.0848e-08 2.0848e-08
2.0848e-08 1.66784e-08
1.66784e-08 1.66784e-08
1.66784e-08 1.33427e-08
1.33427e-08 1.33427e-08
1.33427e-08 1.06742e-08
1.06742e-08 1.06742e-08
1.06742e-08 8.53936e-09
8.53936e-09 8.53936e-09
8.53936e-09 6.83149e-09
6.83149e-09 6.83149e-09
6.83149e-09 5.46519e-09
5.46519e-09 5.46519e-09
5.46519e-09 4.37215e-09
4.37215e-09 4.37215e-09
4.37215e-09 3.49772e-09
3.49772e-09 3.49772e-09
3.49772e-09 2.79818e-09
2.79818e-09 2.79818e-09
2.79818e-09 2.23854e-09
2.23854e-09 2.23854e-09
2.23854e-09 1.79083e-09
1.79083e-09 1.79083e-09
1.79083e-09 1.43267e-09
1.43267e-09 1.43267e-09
1.43267e-09 1.14613e-09
1.14613e-09 1.14613e-09
1.14613e-09 9.16907e-10
9.16907e-10 9.16907e-10
9.16907e-10 7.33525e-10
7.33525e-10 7.33525e-10
7.33525e-10 5.8682e-10
5.8682e-10 5.8682e-10
5.8682e-10 4.69456e-10
4.69456e-10 4.69456e-10
4.69456e-10 3.75565e-10
3.75565e-10 3.75565e-10
3.75565e-10 3.00452e-10
3.00452e-10 3.00452e-10
3.00452e-10 2.40362e-10
2.40362e-10 2.40362e-10
2.40362e-10 1.92289e-10
1.92289e-10 1.92289e-10
1.92289e-10 1.53831e-10
1.53831e-10 1.53831e-10
1.53831e-10 1.23065e-10
1.23065e-10 1.23065e-10
1.23065e-10 9.84521e-11
9.84521e-11 9.84521e-11
9.84521e-11 7.87617e-11
7.87617e-11 7.87617e-11
7.87617e-11 6.30093e-11
6.30093e-11 6.30093e-11
6.30093e-11 5.04075e-11
5.04075e-11 5.04075e-11
5.04075e-11 4.0326e-11
4.0326e-11 4.0326e-11
4.0326e-11 3.22608e-11
3.22608e-11 3.22608e-11
3.22608e-11 2.58086e-11
2.58086e-11 2.58086e-11
2.58086e-11 2.06469e-11
2.06469e-11 2.06469e-11
2.06469e-11 1.65175e-11
1.65175e-11 1.65175e-11
1.65175e-11 1.3214e-11
1.3214e-11 1.3214e-11
1.3214e-11 1.05712e-11
1.05712e-11 1.05712e-11
1.05712e-11 8.45697e-12
8.45697e-12 8.45697e-12
8.45697e-12 6.76558e-12
6.76558e-12 6.76558e-12
