2.4228 -0.654375
-0.727262 3.14986
2.53087 -0.0128969
-0.627348 2.04581
2.61672 0.953231
0.395265 2.03814
1.17052 4.70872
0.573299 2.93916
0.556755 4.32182
0.585531 3.76772
0.533564 4.04057
0.610609 3.91757
0.49431 3.9654
0.666292 3.95079
0.397021 3.908
0.799868 3.95001
0.110763 3.59905
1.27161 3.96378
1.9567 0.186212
0.375741 2.37475
1.1075 4.59882
0.303454 2.86947
1.0994 4.38215
0.527674 2.89554
0.679588 4.39422
0.424244 3.71872
0.779405 4.05893
0.188185 3.6778
1.1283 3.97261
1.64633 2.72684
1.38716 -0.127865
-0.434363 3.07104
2.36115 2.3626
1.30054 1.59544
1.88676 1.30185
1.65292 1.63636
1.71023 0.701354
1.52447 2.37193
1.54109 -0.110399
-0.336827 2.45041
2.27137 3.05028
1.20902 0.92341
0.594992 2.68925
0.504384 4.34715
0.660227 3.74673
0.384544 3.97282
0.814464 3.91191
0.0665161 3.52983
1.35931 3.95905
1.7293 -0.611578
-0.505226 3.21227
2.44325 1.72848
1.10458 2.12345
1.80113 2.18388
1.5362 0.540604
1.19637 2.71969
1.90039 0.335121
0.773793 2.56229
-0.119328 3.45344
1.7672 3.71229
1.10692 -0.525032
0.801358 5.18596
0.569756 3.35749
0.560633 4.20171
0.574482 3.83369
0.552847 4.01692
0.584124 3.93132
0.537828 3.96978
0.606219 3.95506
0.502963 3.95139
0.655178 3.96008
0.418719 3.9164
0.77006 3.95367
0.178718 3.70057
1.14456 3.95902
1.79202 2.44946
1.45696 0.351837
0.462377 2.56314
0.884097 4.5472
0.155569 3.42731
1.20263 4.05703
1.98288 1.66787
1.59655 1.46689
1.768 0.864346
1.61684 2.1096
1.58361 0.204581
0.445753 2.52207
0.92966 4.56424
0.102964 3.31277
1.30659 4.06474
1.9233 -0.0280401
-0.00884335 2.22982
1.771 4.16717
1.07457 -0.936503
1.38897 5.49965
0.98142 3.13665
0.986011 2.95903
1.1301 2.96136
1.97692 1.04154
1.48004 2.19928
1.62264 -0.0161675
-0.0373244 2.32816
1.78571 4.10659
1.06008 -0.851264
1.33647 5.47435
0.775676 3.09564
-0.0643898 3.46531
1.64127 3.82466
1.18175 -0.856498
0.983876 5.36795
0.48839 3.22684
0.733851 4.29579
0.327625 3.72207
0.909721 4.01518
-0.033705 3.10996
1.58934 3.98546
1.25661 -1.02923
